"E3.5_ICM_R1"	"E3.5_ICM_R2"	"E3.5_ICM_R3"	"E4.5_EPI_R1"	"E4.5_EPI_R2"	"E4.5_EPI_R3"	"E5.5_EPI_R1"	"E5.5_EPI_R2"	"E5.5_EPI_R3"
"ENSMUSG00000093232"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000105621"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000065421"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000103373"	11	7	1	2	2	3	8	8	3
"ENSMUSG00000095214"	1	1	0	1	2	3	0	1	0
"ENSMUSG00000038042"	3	13	0	1	3	7	87	61	412
"ENSMUSG00000113037"	0	1	0	0	0	0	0	0	0
"ENSMUSG00000021381"	922	3	74	1	2	2	171	39	129
"ENSMUSG00000113297"	0	0	1	0	0	2	1	1	0
"ENSMUSG00000038025"	1354	99	209	173	576	413	79	103	376
"ENSMUSG00000086889"	1	4	0	2	3	2	21	0	2
"ENSMUSG00000038014"	7010	7701	9611	2231	2862	3904	3360	2422	10564
"ENSMUSG00000097059"	6	122	1	16	1	3	150	63	139
"ENSMUSG00000037989"	300	21	67	1	42	21	588	670	487
"ENSMUSG00000037966"	158	4693	1083	664	514	8	3590	2536	2352
"ENSMUSG00000037960"	27	2	1	2	1186	1	3926	2745	4012
"ENSMUSG00000021384"	7	1	0	1	972	4	395	23	380
"ENSMUSG00000037946"	7	8	20	4	3	4	0	4	4
"ENSMUSG00000037933"	716	382	392	3	331	961	982	885	1202
"ENSMUSG00000021385"	1583	1336	2416	791	805	4257	2347	1004	3025
"ENSMUSG00000021391"	103	3248	2503	640	1385	1665	1873	1014	2992
"ENSMUSG00000113255"	264	115	620	24	73	245	168	82	317
"ENSMUSG00000043631"	11	6	2	4	5	4	19	3	1
"ENSMUSG00000021388"	14	131	20	2	5	12	41	11	36
"ENSMUSG00000048368"	89	1335	17	25	68	44	40	38	15
"ENSMUSG00000021390"	11	3	1	0	2	1	1	4	0
"ENSMUSG00000021392"	4394	1848	3248	2177	5422	2241	8025	3900	9871
"ENSMUSG00000037851"	15498	14026	15006	8487	9930	25469	19645	11205	29295
"ENSMUSG00000087963"	0	0	0	0	0	1	0	0	0
"ENSMUSG00000077360"	2	1	0	0	0	0	0	0	0
"ENSMUSG00000113823"	0	4	0	0	0	1	0	0	1
"ENSMUSG00000114073"	4	7	1	1	2	1	2	1	2
"ENSMUSG00000112995"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000069236"	65	31	32	47	158	277	258	274	228
"ENSMUSG00000113254"	2	4	0	0	6	0	3	1	0
"ENSMUSG00000113530"	0	1	0	0	0	0	0	0	0
"ENSMUSG00000113333"	0	0	0	0	1	0	0	0	0
"ENSMUSG00000113782"	0	0	0	0	2	1	0	0	1
"ENSMUSG00000093976"	3	0	0	2	0	3	2	2	0
"ENSMUSG00000094886"	136	40	24	9	14	10	10	18	25
"ENSMUSG00000114175"	0	1	0	0	1	0	1	2	0
"ENSMUSG00000090497"	2	4	0	1	2	0	4	5	1
"ENSMUSG00000113963"	9	2	4	0	7	22	5	5	2
"ENSMUSG00000113312"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000113888"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000113007"	0	1	0	0	1	1	0	0	0
"ENSMUSG00000095849"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000113921"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000113227"	0	0	0	0	0	1	1	1	2
"ENSMUSG00000113437"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000113718"	0	2	0	0	0	0	0	0	2
"ENSMUSG00000113480"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000095300"	0	0	0	1	2	1	0	1	0
"ENSMUSG00000095027"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000114035"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000101136"	6	0	0	0	0	0	5	0	0
"ENSMUSG00000037816"	536	2	0	13	94	1	1176	1407	1451
"ENSMUSG00000071909"	2	2	0	0	3	4	3	1	2
"ENSMUSG00000095697"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000113354"	0	0	0	0	0	0	0	2	0
"ENSMUSG00000094933"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000096641"	0	0	1	0	0	0	0	0	0
"ENSMUSG00000095380"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000094918"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000113652"	3	0	0	1	0	0	0	0	0
"ENSMUSG00000112976"	8	14	11	12	8	27	11	5	7
"ENSMUSG00000113509"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000084609"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000021395"	8654	5852	12050	5964	13169	12298	14615	6449	27946
"ENSMUSG00000021396"	6	3	0	0	1	2	51	58	2
"ENSMUSG00000106200"	2	3	1	0	0	1	1	2	0
"ENSMUSG00000091383"	145	186	134	4	57	43	55	43	64
"ENSMUSG00000113521"	47	27	16	8	0	29	9	6	4
"ENSMUSG00000113426"	33	13	8	8	16	20	13	13	17
"ENSMUSG00000113162"	0	0	0	0	2	0	1	1	0
"ENSMUSG00000112959"	2	2	2	1	1	6	56	1	0
"ENSMUSG00000067586"	2	9	1	2	72	8	25	1	85
"ENSMUSG00000021448"	5	6	507	1	1	6	2	6	4
"ENSMUSG00000062248"	9326	15534	14640	3440	7057	11508	9847	7064	17430
"ENSMUSG00000064672"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000035139"	2269	1581	2953	1340	2209	3134	1862	3254	4156
"ENSMUSG00000021451"	2010	3306	1107	469	3139	1289	1782	1147	3115
"ENSMUSG00000092648"	0	0	0	0	0	0	1	0	0
"ENSMUSG00000021453"	2235	3746	15533	8	554	4102	5776	6462	1244
"ENSMUSG00000097495"	6	7	1	1	2	6	2	1	1
"ENSMUSG00000102173"	0	1	0	0	0	1	1	1	0
"ENSMUSG00000113090"	51	63	11	6	27	34	21	37	8
"ENSMUSG00000113211"	3	3	0	0	4	2	1	1	2
"ENSMUSG00000113399"	1	0	0	0	0	0	0	0	1
"ENSMUSG00000047842"	5	106	0	0	3	3	2	4	161
"ENSMUSG00000021457"	677	9	1	932	689	1967	578	731	1967
"ENSMUSG00000113737"	38	45	14	3	32	32	12	6	6
"ENSMUSG00000021460"	538	1189	2031	270	2585	2505	946	1102	1150
"ENSMUSG00000065771"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000056749"	101	1289	629	6	81	50	589	552	207
"ENSMUSG00000113101"	1	2	2	0	1	0	0	0	0
"ENSMUSG00000112952"	10	6	1	4	5	6	3	2	24
"ENSMUSG00000021464"	28	36	5	543	29	22	249	1950	1070
"ENSMUSG00000021468"	2768	3934	4696	2138	4263	1003	2360	1773	2610
"ENSMUSG00000107008"	5	5	0	0	3	4	223	1	74
"ENSMUSG00000107305"	0	0	0	0	1	1	0	0	0
"ENSMUSG00000021469"	2026	6587	1694	0	4	89	7	3	4
"ENSMUSG00000113834"	1	1	0	0	0	0	0	1	0
"ENSMUSG00000063166"	410	104	118	57	336	407	162	257	74
"ENSMUSG00000113599"	1	0	0	0	0	0	1	0	1
"ENSMUSG00000113329"	0	0	0	0	0	0	0	0	3
"ENSMUSG00000112965"	0	1	0	1	0	2	0	0	0
"ENSMUSG00000114143"	2	1	0	0	0	1	0	1	0
"ENSMUSG00000114012"	2	5	0	0	1	0	0	0	0
"ENSMUSG00000114069"	0	1	3	1	1	0	0	0	0
"ENSMUSG00000113982"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000113882"	2	2	2	0	3	0	1	0	1
"ENSMUSG00000021478"	9	7	1	1	2	5	4	3	1
"ENSMUSG00000021474"	141	116	4891	2232	7381	7826	7754	6642	18469
"ENSMUSG00000114042"	7	4	5	0	2	0	1	1	1
"ENSMUSG00000034987"	55	238	51	39	167	133	57	65	9
"ENSMUSG00000090016"	5	3	1	0	0	1	0	0	1
"ENSMUSG00000113327"	0	0	0	0	0	2	0	0	0
"ENSMUSG00000112941"	1	3	0	0	1	2	1	0	7
"ENSMUSG00000113404"	1	1	0	1	1	3	21	0	2
"ENSMUSG00000025867"	65	105	40	80	85	94	164	52	21
"ENSMUSG00000086137"	1	0	0	0	0	0	0	0	0
"ENSMUSG00000089341"	4	4	2	0	5	3	4	1	2
"ENSMUSG00000025872"	13210	11399	20704	1876	5468	21837	11264	11668	20378
"ENSMUSG00000086567"	1026	356	405	273	997	1797	994	1016	1215
"ENSMUSG00000043183"	1406	157	7137	922	253	746	1464	1247	3803
"ENSMUSG00000025871"	7336	6578	14176	7948	4762	15699	17909	12353	33779
"ENSMUSG00000025870"	3	589	0	147	1	5	375	6	10
"ENSMUSG00000080454"	0	0	0	0	1	1	0	0	0
"ENSMUSG00000025869"	14370	7998	12531	5422	1887	19157	5452	9450	7032
"ENSMUSG00000025868"	11095	10337	10610	2102	2861	11526	9875	6384	4625
"ENSMUSG00000047547"	746	1719	2635	1811	1142	12341	1406	1250	1130
"ENSMUSG00000025873"	5494	6762	4906	1041	683	3747	4232	4632	4157
"ENSMUSG00000034928"	4274	3654	2801	1558	4448	4419	4757	3678	16158
"ENSMUSG00000034918"	4	3	0	0	2	4	1	1	0
"ENSMUSG00000069227"	32	20	7	1	11	7	297	36	113
"ENSMUSG00000034891"	421	181	26	19	8	16	75	55	280
"ENSMUSG00000084949"	0	1	0	0	2	1	1	1	0
"ENSMUSG00000074895"	139	178	295	1	2	3	1	2	2
"ENSMUSG00000025875"	4793	5923	1399	305	477	2	1074	1391	468
"ENSMUSG00000086097"	0	0	1	0	0	1	0	0	0
"ENSMUSG00000100728"	2	5	1	1	1	11	1	3	3
"ENSMUSG00000085896"	1	1	0	1	0	0	0	0	0
"ENSMUSG00000087335"	6	7	1	0	3	0	2	6	2
"ENSMUSG00000025876"	25	27	14	7	16	29	645	304	314
"ENSMUSG00000025877"	1	3	1	0	0	1	3	2	2
"ENSMUSG00000025878"	1931	2761	3588	465	624	3430	3337	2620	7804
"ENSMUSG00000094446"	721	913	649	269	846	1391	814	879	269
"ENSMUSG00000021481"	910	2610	1816	440	45	793	2302	2748	2406
"ENSMUSG00000091768"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000005320"	534	843	488	94	6	124	61	170	34
"ENSMUSG00000021488"	18238	11263	15657	6957	4083	13881	12880	14532	18201
"ENSMUSG00000034789"	7812	4426	7136	1548	1552	5304	4939	6244	6539
"ENSMUSG00000021486"	26111	48733	103091	18915	26089	55688	72412	50030	71360
"ENSMUSG00000021485"	6372	4987	2909	563	2202	88	452	1181	962
"ENSMUSG00000021484"	37662	48190	48182	6853	12123	29921	20617	15780	20213
"ENSMUSG00000052087"	1168	2008	1160	1	3	5	1	4	4
"ENSMUSG00000021490"	2	3	0	0	6	2	3	4	2
"ENSMUSG00000044444"	0	0	0	0	1	0	0	0	0
"ENSMUSG00000021492"	13	2	4	0	5	3	1	0	6
"ENSMUSG00000074886"	16582	21239	24489	2085	9234	4971	16808	14455	16436
"ENSMUSG00000099058"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000034686"	189	299	1	2	8	484	212	210	51
"ENSMUSG00000034675"	578	16	5	148	9	11	3030	6266	2721
"ENSMUSG00000098341"	0	0	0	0	1	0	0	0	1
"ENSMUSG00000021493"	6723	2112	6200	900	3493	2067	4771	2110	3827
"ENSMUSG00000099096"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000035711"	862	4	1	0	3	1	143	185	173
"ENSMUSG00000021494"	17203	12618	15727	2305	3811	16784	14811	14976	11320
"ENSMUSG00000021495"	7383	5038	2356	361	846	4757	11069	10251	5006
"ENSMUSG00000058569"	4199	3179	5394	1339	2264	4859	3843	3966	4184
"ENSMUSG00000021504"	161	23	436	479	40	399	692	569	422
"ENSMUSG00000086506"	1	1	0	1	2	0	1	0	0
"ENSMUSG00000021501"	6699	9505	7480	1938	2362	1972	1721	1346	3318
"ENSMUSG00000021500"	9346	4412	11605	3485	3648	14572	13347	11147	19119
"ENSMUSG00000045767"	970	1771	865	392	2658	466	2044	1599	12428
"ENSMUSG00000021497"	2256	2690	2609	1710	638	2472	2078	3046	2075
"ENSMUSG00000021496"	901	741	181	148	1	732	102	72	334
"ENSMUSG00000069223"	3	11	2	1	4	1	6	2	0
"ENSMUSG00000021499"	0	1	17	0	0	0	0	0	1
"ENSMUSG00000021506"	4003	2484	3406	552	41	65	62	29	81
"ENSMUSG00000100096"	0	1	1	0	0	3	1	3	2
"ENSMUSG00000015937"	24511	18892	30563	7215	5809	25140	240	229	407
"ENSMUSG00000077799"	0	0	0	0	0	0	2	0	0
"ENSMUSG00000049625"	23	76	13	130	7	12	3	4	2
"ENSMUSG00000097361"	7	4	1	1	8	3	0	2	0
"ENSMUSG00000048904"	6	15	3	1	5	1	7	21	9
"ENSMUSG00000021508"	6	28	3	105	78	1235	13	19	128
"ENSMUSG00000088149"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074885"	1	0	0	0	0	0	0	0	0
"ENSMUSG00000110477"	4	3	0	0	1	0	1	0	5
"ENSMUSG00000021509"	114	39	2184	322	20	282	2	6	12
"ENSMUSG00000021538"	0	0	0	0	0	0	0	0	1
"ENSMUSG00000035509"	1	1	236	1	4	4	58	0	1
"ENSMUSG00000021539"	0	0	0	0	1	0	0	1	0
"ENSMUSG00000035493"	2	5	2	1	2	3	1	0	11
"ENSMUSG00000098962"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000021540"	1596	2310	1978	569	811	1778	3573	1723	4563
"ENSMUSG00000098614"	0	0	0	1	0	0	0	0	0
"ENSMUSG00000098732"	0	2	0	0	0	1	1	0	1
"ENSMUSG00000098328"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000110086"	2	2	0	1	1	3	0	1	9
"ENSMUSG00000021541"	15	14	1	1	11	10	2	7	11
"ENSMUSG00000077279"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000056222"	18	20	4	8	28	24	12	10	7
"ENSMUSG00000014164"	6	13	0	1	2	2	276	3	1
"ENSMUSG00000077962"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000007836"	23582	8118	16026	14349	28913	45308	45996	27646	84497
"ENSMUSG00000097717"	0	0	0	0	0	0	0	1	0
"ENSMUSG00000050002"	2872	581	1621	104	473	582	1247	2035	2236
"ENSMUSG00000005312"	14828	24313	29264	3909	5951	16201	10521	8969	21649
"ENSMUSG00000021552"	1619	982	3071	1026	1328	2905	1576	653	1511
"ENSMUSG00000097399"	23	15	5	10	12	16	21	18	4
"ENSMUSG00000060176"	2	5	0	0	4	2	1	273	2
"ENSMUSG00000098258"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000077428"	1	0	1	0	0	0	0	1	0
"ENSMUSG00000021550"	8341	5323	7719	1578	1352	3272	2547	3630	2850
"ENSMUSG00000021546"	46449	39435	49108	23157	36155	74501	47296	40327	100952
"ENSMUSG00000065434"	0	1	0	0	0	1	1	0	1
"ENSMUSG00000035367"	612	1561	911	1090	1332	938	1009	275	3172
"ENSMUSG00000021553"	1813	3015	3949	16	87	11	24	96	39
"ENSMUSG00000055254"	18	29	4	209	12	22	406	724	244
"ENSMUSG00000021557"	15	17	342	1503	318	1664	386	6	1971
"ENSMUSG00000021555"	5175	8531	9824	5149	6392	4017	8608	5020	10435
"ENSMUSG00000021556"	2891	1590	1647	244	1912	67	6762	4857	6595
"ENSMUSG00000049902"	16	9	5	2	9	24	22	12	9
"ENSMUSG00000050876"	6	6	2	1	4	1	22	0	39
"ENSMUSG00000091311"	4	6	2	0	6	10	3	3	17
"ENSMUSG00000043986"	6	2	0	0	1	4	2	3	16
"ENSMUSG00000097502"	4	2	1	0	23	2	0	26	1
"ENSMUSG00000051054"	3	6	1	25	3	2	2	3	4
"ENSMUSG00000044792"	1388	1474	7838	2066	1360	9370	6487	2595	4888
"ENSMUSG00000089875"	18	2	18	0	3	2	5	102	10
"ENSMUSG00000035248"	153	157	582	64	11	605	247	45	654
"ENSMUSG00000052957"	32	23	5	201	113	22	739	600	846
"ENSMUSG00000050765"	0	1	0	0	1	1	0	0	0
"ENSMUSG00000080668"	3	1	0	0	1	1	0	1	0
"ENSMUSG00000080666"	0	2	0	0	0	0	0	2	1
"ENSMUSG00000021559"	63	17	2	120	3323	167	5052	5193	13102
"ENSMUSG00000096874"	13	9	6	3	12	15	6	13	2
"ENSMUSG00000042243"	282	0	0	0	2	2	2	1	0
"ENSMUSG00000056728"	626	0	0	0	2	0	0	0	1
"ENSMUSG00000050345"	2	627	914	1	1	1	561	580	205
"ENSMUSG00000074874"	0	0	0	0	0	0	0	36	0
"ENSMUSG00000062705"	2	0	0	1	1	0	0	0	0
"ENSMUSG00000084451"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000044258"	1	2	0	0	0	1	0	0	1
"ENSMUSG00000033834"	2	1	0	1	3	1	0	0	0
"ENSMUSG00000055298"	2	1	0	0	0	0	0	0	0
"ENSMUSG00000021439"	0	0	0	0	1	0	0	3	1
"ENSMUSG00000055679"	6	3	1	2	0	1	2	1	0
"ENSMUSG00000021441"	1	2	0	0	0	1	0	0	1
"ENSMUSG00000057446"	51	28	5	0	4	6	2	5	0
"ENSMUSG00000098860"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000021440"	2	3	0	0	0	2	0	0	3
"ENSMUSG00000074871"	16	4	1	0	6	5	1	3	0
"ENSMUSG00000074870"	6	1	2	2	0	0	1	0	1
"ENSMUSG00000113295"	13	4	4	66	2	0	2	2	1
"ENSMUSG00000113728"	28	64	18	27	88	116	34	15	60
"ENSMUSG00000114023"	622	631	420	270	382	795	346	392	381
"ENSMUSG00000113471"	2	0	1	0	2	3	6	4	2
"ENSMUSG00000061330"	517	414	432	147	671	1000	350	371	107
"ENSMUSG00000113899"	5	1	6	2	3	9	103	21	13
"ENSMUSG00000095905"	44	3	42	21	9	252	65	72	60
"ENSMUSG00000096212"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000113626"	11	20	2046	390	266	1027	547	480	176
"ENSMUSG00000080451"	0	1	26	0	18	0	10	0	0
"ENSMUSG00000113887"	60	88	241	10	0	11	0	0	0
"ENSMUSG00000114036"	94	2	7	2	8	10	7	1	3
"ENSMUSG00000113014"	3	1	1	0	1	2	1	0	4
"ENSMUSG00000094096"	0	52	4	0	0	0	0	3	0
"ENSMUSG00000113836"	75	349	831	48	360	4	209	87	482
"ENSMUSG00000074868"	398	5	140	41	0	6	40	124	9
"ENSMUSG00000113566"	9344	7230	3797	316	1298	581	10	1	161
"ENSMUSG00000113504"	27	32	45	5	28	26	24	20	13
"ENSMUSG00000074867"	167	666	391	1054	1362	15	531	103	3576
"ENSMUSG00000095111"	39	20	30	55	132	1	199	200	151
"ENSMUSG00000093874"	561	105	48	32	159	4	230	241	139
"ENSMUSG00000113690"	13	59	73	11	0	14	30	17	11
"ENSMUSG00000113081"	14	483	453	810	463	345	478	208	550
"ENSMUSG00000113107"	43	73	13	6	32	36	42	31	16
"ENSMUSG00000113495"	609	40	68	11	36	40	21	30	8
"ENSMUSG00000094942"	2436	1112	8	1091	1011	100	1661	54	1504
"ENSMUSG00000095876"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000089002"	1	0	3	0	4	4	3	9	0
"ENSMUSG00000113151"	1394	1276	1095	615	1204	1278	1475	1447	1942
"ENSMUSG00000113865"	24	12	21	79	706	647	4	8	7
"ENSMUSG00000113623"	214	1109	141	163	64	173	83	3	158
"ENSMUSG00000113812"	6	6	10	4	9	8	41	4	103
"ENSMUSG00000113841"	13	16	3	3	3	13	11	14	0
"ENSMUSG00000113450"	312	264	213	9	43	115	64	146	170
"ENSMUSG00000055228"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000076246"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000074865"	249	748	310	748	2236	176	658	640	1869
"ENSMUSG00000113428"	98	2	63	9	14	26	8	11	7
"ENSMUSG00000096563"	115	20	17	5	33	4	121	106	74
"ENSMUSG00000094815"	51	17	0	0	3	0	74	36	112
"ENSMUSG00000072066"	41	39	613	15	473	10	330	247	2262
"ENSMUSG00000095020"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000114172"	7	13	50	1	4	3	2	15	171
"ENSMUSG00000113473"	153	128	574	9	1	14	1	1	1
"ENSMUSG00000074863"	1547	261	1450	1084	1262	2783	1928	519	1988
"ENSMUSG00000113601"	127	95	32	31	201	101	130	73	18
"ENSMUSG00000113078"	19	23	4	3	19	14	167	26	3
"ENSMUSG00000096098"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000091183"	74	122	11	12	43	3	168	196	540
"ENSMUSG00000095895"	38	38	33	15	26	67	26	19	27
"ENSMUSG00000080346"	354	270	106	48	280	245	146	180	71
"ENSMUSG00000095825"	2	0	0	0	0	0	0	0	0
"ENSMUSG00000113637"	45	46	69	6	33	12	7	8	15
"ENSMUSG00000114117"	210	194	105	12	115	22	12	11	12
"ENSMUSG00000021456"	97580	67025	98193	10912	4694	29479	65	1	7
"ENSMUSG00000069805"	2689	2896	666	146	255	2	194	2	30
"ENSMUSG00000113057"	1	1	0	0	0	0	1	0	1
"ENSMUSG00000021458"	1877	2021	2413	499	340	1304	3763	2425	2655
"ENSMUSG00000113708"	2	1	0	1	1	0	0	0	0
"ENSMUSG00000113257"	8	0	0	0	0	0	0	0	0
"ENSMUSG00000113203"	0	7	0	0	0	0	0	2	2
"ENSMUSG00000113853"	3	5	0	0	1	3	1	4	3
"ENSMUSG00000113326"	505	4	0	1	2	4	1	2	111
"ENSMUSG00000113665"	0	0	0	1	0	1	2	2	3
"ENSMUSG00000114104"	140	119	22	51	62	56	163	43	16
"ENSMUSG00000113472"	3	4	0	0	0	1	0	1	0
"ENSMUSG00000021461"	2546	1933	4742	1177	392	9046	3190	1769	1733
"ENSMUSG00000097242"	0	61	0	0	0	4	127	104	46
"ENSMUSG00000065599"	23	0	0	0	0	0	0	0	0
"ENSMUSG00000065475"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000092741"	0	0	0	0	0	0	0	2	0
"ENSMUSG00000105904"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000089854"	1	0	0	0	0	0	0	0	0
"ENSMUSG00000090232"	2	1	0	0	0	0	0	0	1
"ENSMUSG00000113126"	17	35	9	5	10	25	6	13	9
"ENSMUSG00000089868"	84	114	76	72	157	407	180	155	76
"ENSMUSG00000021466"	780	1389	2750	1149	5170	2087	4655	3696	14202
"ENSMUSG00000102282"	38	83	12	13	45	35	51	18	12
"ENSMUSG00000113459"	53	50	5	14	24	26	23	22	10
"ENSMUSG00000113453"	0	0	0	0	0	2	0	0	0
"ENSMUSG00000113700"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000113825"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000114071"	0	1	0	0	2	1	2	1	0
"ENSMUSG00000114015"	1	0	0	0	3	3	1	0	0
"ENSMUSG00000114092"	0	3	0	0	0	1	0	0	0
"ENSMUSG00000021470"	1532	90	1302	521	390	4332	49	298	692
"ENSMUSG00000114095"	1	2	0	1	0	1	1	0	1
"ENSMUSG00000113340"	1861	1092	1122	566	1247	2666	1253	1348	789
"ENSMUSG00000033122"	61	1	1	0	3	1	1	0	1
"ENSMUSG00000033114"	396	12	1	304	46	1387	5	7	40
"ENSMUSG00000044934"	399	402	2500	415	1959	4781	865	726	1136
"ENSMUSG00000114165"	37	11	4	3	5	17	10	14	136
"ENSMUSG00000021476"	2375	1190	907	123	965	8	831	627	1112
"ENSMUSG00000033102"	9080	4291	14965	937	1065	3017	4013	1785	8343
"ENSMUSG00000113804"	441	206	347	154	556	875	314	466	49
"ENSMUSG00000097101"	6	4	2	0	1	3	3	0	14
"ENSMUSG00000113603"	11	1	10	1	15	11	8	6	3
"ENSMUSG00000021482"	1791	2726	887	10	251	567	301	268	1021
"ENSMUSG00000113816"	8	16	3	29	85	5	55	30	9
"ENSMUSG00000089092"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000021477"	37275	45244	47747	10220	12320	62836	10665	10951	14843
"ENSMUSG00000113683"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000114072"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000113696"	2	2	0	1	0	0	0	2	0
"ENSMUSG00000021483"	1124	951	506	203	568	973	313	511	432
"ENSMUSG00000113244"	13	8	9	4	9	9	13	9	0
"ENSMUSG00000113109"	15	2	8	2	26	0	24	26	12
"ENSMUSG00000096537"	11	9	3	37	356	8	179	22	2
"ENSMUSG00000094597"	17	3	11	3	4	4	3	7	7
"ENSMUSG00000113609"	51	18	18	6	17	26	21	22	14
"ENSMUSG00000113850"	2	24	5	0	0	1	0	1	1
"ENSMUSG00000113124"	0	26	4	1	3	4	2	1	0
"ENSMUSG00000113753"	231	204	167	104	292	431	248	296	294
"ENSMUSG00000113405"	159	155	49	3	1	25	43	26	8
"ENSMUSG00000114168"	1	0	0	0	0	0	0	0	0
"ENSMUSG00000113469"	671	479	452	325	855	2050	900	790	298
"ENSMUSG00000033063"	16	12	10	6	22	32	17	15	15
"ENSMUSG00000114179"	191	245	80	23	71	105	75	54	82
"ENSMUSG00000056223"	4	2	0	0	1	5	2	1	2
"ENSMUSG00000113263"	291	267	118	57	101	256	129	160	229
"ENSMUSG00000113807"	96	39	12	8	2	45	12	17	5
"ENSMUSG00000074849"	5	0	1	0	1	2	1	0	0
"ENSMUSG00000090658"	3	3	0	0	1	3	1	2	2
"ENSMUSG00000038212"	1391	1119	3240	2193	3734	5582	3251	741	5924
"ENSMUSG00000114162"	9	8	10	14	23	38	13	15	20
"ENSMUSG00000108426"	5	1	2	2	2	3	5	5	2
"ENSMUSG00000049806"	13	15	2	0	7	7	5	5	0
"ENSMUSG00000089161"	0	21	0	0	0	0	0	0	0
"ENSMUSG00000032999"	8	7	4240	1591	832	8	717	7	274
"ENSMUSG00000113500"	1	0	0	0	1	0	0	0	0
"ENSMUSG00000110393"	1891	130	1837	138	1929	3127	853	716	469
"ENSMUSG00000113946"	1	0	0	0	0	0	0	0	0
"ENSMUSG00000113238"	1	2	68	3	3	1420	94	41	0
"ENSMUSG00000074847"	6	8	0	2	2	496	2	3	1
"ENSMUSG00000112960"	0	0	0	0	1	1	1	0	0
"ENSMUSG00000021514"	819	733	504	232	184	20	2797	2835	2487
"ENSMUSG00000114016"	18	18	6	2	9	14	6	7	42
"ENSMUSG00000114194"	552	386	245	188	444	1121	435	465	249
"ENSMUSG00000113990"	1	0	0	0	0	0	1	0	0
"ENSMUSG00000113406"	0	5	27	15	18	298	122	143	186
"ENSMUSG00000114142"	0	0	0	0	0	0	0	0	1
"ENSMUSG00000113145"	2	1	1	1	1	0	0	0	0
"ENSMUSG00000113551"	0	4	0	0	2	1	4	4	0
"ENSMUSG00000112935"	19	68	55	11	7	2	4	15	47
"ENSMUSG00000113301"	0	0	0	0	1	0	1	1	0
"ENSMUSG00000113911"	76	76	572	50	499	184	29	286	575
"ENSMUSG00000113388"	0	0	0	0	0	0	1	0	0
"ENSMUSG00000113207"	1	2	1	0	140	1	0	1	0
"ENSMUSG00000114065"	0	0	0	0	1	0	0	0	0
"ENSMUSG00000113709"	0	17	1	0	22	13	5	4	1
"ENSMUSG00000114031"	15	41	4	0	0	5	3	3	3
"ENSMUSG00000113468"	25	16	11	5	14	10	12	11	3
"ENSMUSG00000113955"	302	545	396	734	669	4	689	240	283
"ENSMUSG00000113618"	2	3	1	0	2	0	0	0	2
"ENSMUSG00000063905"	3	7	131	31	41	0	27	4	1
"ENSMUSG00000113008"	0	1	34	64	37	115	10	28	15
"ENSMUSG00000113661"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000113482"	0	0	0	0	0	1	0	0	0
